iter	MultiClass
0	1.186837809
1	1.046771308
2	0.9378328713
3	0.8535058763
4	0.7801583028
5	0.7183099463
6	0.6645364688
7	0.6136885768
8	0.5695046715
9	0.5290355139
10	0.494781596
11	0.4624962525
12	0.4359987263
13	0.4160378534
14	0.3942896588
15	0.3739215914
16	0.3561361028
17	0.3380956155
18	0.3218754977
19	0.3082816544
20	0.2943340566
21	0.2832911377
22	0.2740131048
23	0.2629992423
24	0.2509979689
25	0.241273848
26	0.2330308107
27	0.223014753
28	0.2142430274
29	0.2064496371
30	0.2011353158
31	0.1944163653
32	0.1876417761
33	0.1828656689
34	0.1774479852
35	0.171828992
36	0.1671479468
37	0.162500318
38	0.1585433063
39	0.1541710625
40	0.1489993368
41	0.1454311087
42	0.1413886849
43	0.1378552092
44	0.1336821535
45	0.1307574161
46	0.1279012351
47	0.1242469012
48	0.1213148475
49	0.1187887592
50	0.1162852972
51	0.113121403
52	0.1103305753
53	0.1079540557
54	0.1058711126
55	0.1039157575
56	0.1019272937
57	0.09999576568
58	0.09758562786
59	0.09533635819
60	0.09323225436
61	0.09152736447
62	0.0896537166
63	0.08800197801
64	0.08643164622
65	0.08469691302
66	0.08302969288
67	0.08086538132
68	0.07904492992
69	0.07783536664
70	0.07702804113
71	0.07514135923
72	0.07382738676
73	0.07279947646
74	0.0712639119
75	0.07006508586
76	0.06923730484
77	0.0682060193
78	0.06739792846
79	0.06590889128
80	0.06459499321
81	0.0633809215
82	0.06231945277
83	0.06153331819
84	0.06038429655
85	0.05973422438
86	0.05871785471
87	0.05779338698
88	0.0569688579
89	0.05588737316
90	0.05506247173
91	0.05418012751
92	0.05324364874
93	0.05219056043
94	0.05163412846
95	0.05082989379
96	0.05019662766
97	0.04926047179
98	0.04827281977
99	0.04754912983
100	0.04689037768
101	0.04624157956
102	0.04539694894
103	0.04470179986
104	0.04411004685
105	0.04347823193
106	0.04268153301
107	0.04211046893
108	0.04187709856
109	0.04133164536
110	0.040862369
111	0.04050630178
112	0.03995447383
113	0.03942552977
114	0.03901769395
115	0.03866493826
116	0.03820736647
117	0.03792096896
118	0.03732345971
119	0.03676415759
120	0.03612365812
121	0.03577658831
122	0.0354582082
123	0.03519284332
124	0.03469327437
125	0.03415607284
126	0.03361845814
127	0.03327396646
128	0.03304411605
129	0.03277252096
130	0.03238404348
131	0.03187438982
132	0.03138522334
133	0.03093450986
134	0.03053709581
135	0.03040111816
136	0.0301343683
137	0.02975926213
138	0.02958354139
139	0.02917349681
140	0.02869937817
141	0.02839387675
142	0.02807493831
143	0.02785047829
144	0.02749840654
145	0.0271556069
146	0.02694680312
147	0.02660666357
148	0.02634308526
149	0.0260637244
150	0.02574702616
151	0.02544228509
152	0.02506207877
153	0.02479678641
154	0.02465023595
155	0.02444551614
156	0.02429170389
157	0.02404006446
158	0.02377866116
159	0.02357604104
160	0.02322320475
161	0.02286545111
162	0.02264023767
163	0.02223047274
164	0.02209647968
165	0.022045159
166	0.02179762732
167	0.02158707723
168	0.02146352839
169	0.02136962551
170	0.02115257557
171	0.02080073945
172	0.02052428843
173	0.02020382286
174	0.02012585467
175	0.01994910046
176	0.0198240502
177	0.01951685741
178	0.01951602767
179	0.01942016178
180	0.0193435386
181	0.01931053669
182	0.01912464994
183	0.01904995111
184	0.0189037592
185	0.01877941094
186	0.01868447928
187	0.01866407502
188	0.01830899374
189	0.0183077279
190	0.01811258091
191	0.01801585688
192	0.01791080699
193	0.01768381225
194	0.0175318663
195	0.01753093982
196	0.01752945314
197	0.01727206357
198	0.01693205287
199	0.01676333902
200	0.01660529805
201	0.01654693625
202	0.01651657573
203	0.01638671368
204	0.01614511284
205	0.0160062264
206	0.01591753419
207	0.01589437049
208	0.01578466097
209	0.01566605323
210	0.01544760511
211	0.01530435785
212	0.01530198395
213	0.01516386309
214	0.01505682884
215	0.01493886154
216	0.01490464043
217	0.01479320142
218	0.01461408923
219	0.01455319685
220	0.01455200808
221	0.01436542168
222	0.01419657815
223	0.0141949374
224	0.01403361478
225	0.01393577702
226	0.01389863235
227	0.01365771444
228	0.0135909977
229	0.01341802495
230	0.01331272481
231	0.01316916896
232	0.01314787268
233	0.01302181504
234	0.01297395265
235	0.0129661787
236	0.01278518546
237	0.01274719275
238	0.01273901223
239	0.01264469596
240	0.01262266146
241	0.01257247434
242	0.01245482661
243	0.01244466515
244	0.0123123549
245	0.01219462584
246	0.01207975657
247	0.01201152822
248	0.01185453869
249	0.01174763108
250	0.01173744825
251	0.01163544957
252	0.01156668845
253	0.01149253103
254	0.01147502298
255	0.01136472636
256	0.01136440598
257	0.01121676448
258	0.01120776901
259	0.01111107039
260	0.01104812007
261	0.01096090562
262	0.01082214702
263	0.01079383075
264	0.01074254614
265	0.01067494129
266	0.01060075719
267	0.01049222964
268	0.01042594804
269	0.01036713709
270	0.01025972641
271	0.01017680696
272	0.01013014963
273	0.01006428771
274	0.01005486643
275	0.0100429831
276	0.009994681934
277	0.009970258901
278	0.009951134482
279	0.009836061333
280	0.009829257315
281	0.009819166936
282	0.009772579878
283	0.009671482655
284	0.009653575385
285	0.00963289175
286	0.009558635896
287	0.009431380324
288	0.009354058953
289	0.009289581806
290	0.009205777999
291	0.009196446719
292	0.009192484259
293	0.009104737134
294	0.009084256007
295	0.009017475822
296	0.008929702828
297	0.008834962074
298	0.008786087768
299	0.008691945701
300	0.008613519863
301	0.008561051222
302	0.008557194578
303	0.008540994993
304	0.00845457113
305	0.008393822777
306	0.008365226054
307	0.008272753865
308	0.008221453241
309	0.00821693131
310	0.008214516905
311	0.008196660645
312	0.008185864179
313	0.008176972994
314	0.008103092543
315	0.008074508408
316	0.00797990702
317	0.007972277547
318	0.007889629647
319	0.007856508265
320	0.007842152667
321	0.007748213218
322	0.007726290884
323	0.007706270164
324	0.00761558285
325	0.007607356408
326	0.007521763245
327	0.007449163269
328	0.007410923452
329	0.007369567617
330	0.007288268822
331	0.007284067806
332	0.007239308548
333	0.007155062725
334	0.007098879025
335	0.007056368103
336	0.006975903116
337	0.006934546521
338	0.006878937195
339	0.006875605793
340	0.006872519896
341	0.006866919563
342	0.006836419892
343	0.006823159695
344	0.006810983768
345	0.00680471356
346	0.006783156091
347	0.006780009497
348	0.006779446981
349	0.006769401079
350	0.00676011041
351	0.00674484327
352	0.006744545336
353	0.006700192069
354	0.006697240791
355	0.006685261548
356	0.006652452702
357	0.006618743178
358	0.006529455814
359	0.006525408056
360	0.006455437482
361	0.006451179255
362	0.006444828426
363	0.006377501392
364	0.006347732335
365	0.006298991243
366	0.006230547824
367	0.006158765836
368	0.006113683153
369	0.006041868498
370	0.006019392712
371	0.005959049876
372	0.005951452334
373	0.005950210183
374	0.00593409907
375	0.005916123162
376	0.005910826869
377	0.005891797488
378	0.005877432133
379	0.00583451611
380	0.005816154172
381	0.005807717718
382	0.005803224303
383	0.00575837221
384	0.005758246391
385	0.005752685342
386	0.005687311879
387	0.005629750971
388	0.005586988053
389	0.005540985865
390	0.005490857682
391	0.005488913404
392	0.00548750132
393	0.005476111263
394	0.005447467512
395	0.005443972011
396	0.005442700776
397	0.005421876366
398	0.005393281357
399	0.005356622154
400	0.005319584994
401	0.005313663429
402	0.00527300717
403	0.005272081892
404	0.005239961619
405	0.005220127157
406	0.005168454758
407	0.005142910365
408	0.005101398068
409	0.0050982402
410	0.005087044262
411	0.005034548722
412	0.00503007293
413	0.005007797055
414	0.00499887788
415	0.004957691532
416	0.004955012699
417	0.004891121442
418	0.004890927975
419	0.004884576371
420	0.004884129023
421	0.004817269962
422	0.004786286278
423	0.004747184602
424	0.004722026815
425	0.00468703544
426	0.004682724102
427	0.004671698067
428	0.004671462066
